,customerid,quantity,unitprice,cluster
53,12413.0,282,5.25725,0
54,12414.0,300,8.57,0
55,12415.0,77242,3.2131362467866325,3
56,12417.0,1539,5.4254040404040405,0
57,12418.0,407,3.5644117647058824,0
58,12420.0,345,4.707241379310345,0
59,12421.0,483,4.438695652173913,0
60,12422.0,370,3.26025641025641,0
61,12423.0,1327,2.897222222222222,0
62,12424.0,740,2.780666666666667,0
63,12425.0,496,2.5644444444444443,0
64,12426.0,258,3.9363333333333332,0
65,12427.0,236,4.604857142857142,0
66,12428.0,3503,4.7293,0
67,12429.0,1557,3.6307216494845362,0
68,12430.0,117,6.225454545454546,0
69,12431.0,2868,3.7583333333333333,0
70,12432.0,1801,10.550833333333333,0
71,12433.0,11071,2.1927380952380955,0
72,12434.0,373,3.669074074074074,0
73,12435.0,2055,5.479166666666667,0
74,12436.0,211,5.2675,0
75,12437.0,2918,4.027114427860697,0
76,12438.0,1180,3.894897959183673,0
77,12441.0,121,3.700909090909091,0
78,12442.0,182,3.34,0
79,12444.0,1155,6.32276836158192,0
80,12445.0,62,7.9875,0
81,12446.0,352,4.277586206896552,0
82,12447.0,190,3.5742307692307693,0
83,12448.0,243,5.951818181818182,0
84,12449.0,1553,3.694712041884817,0
85,12450.0,128,1.6175,0
86,12451.0,6455,2.445577464788732,0
87,12452.0,183,4.3334782608695654,0
88,12453.0,473,2.393255813953488,0
89,12454.0,0,7.282,0
90,12455.0,2089,3.173333333333334,0
91,12456.0,1616,3.5765116279069766,0
92,12457.0,695,5.181911764705882,0
93,12458.0,506,4.326315789473685,0
94,12461.0,287,4.258857142857143,0
95,12462.0,514,4.616944444444445,0
96,12463.0,757,3.067159090909091,0
97,12464.0,112,11.832758620689654,0
98,12465.0,475,2.706274509803922,0
99,12468.0,364,3.47675,0
100,12471.0,7965,4.269058380414313,0
101,12472.0,4020,2.4811253196930947,0
102,12473.0,2363,13.619217877094973,0
103,12474.0,4764,2.914004376367615,0
104,12475.0,535,2.941111111111111,0
105,12476.0,2337,4.950492424242425,0
106,12477.0,3620,4.330746753246753,0
107,12478.0,236,4.537777777777778,0
108,12479.0,351,2.612285714285714,0
109,12480.0,1707,3.1344155844155845,0
110,12481.0,3290,3.401100917431193,0
111,12483.0,1097,5.977901234567902,0
112,12484.0,2185,3.1830857142857143,0
113,12488.0,529,3.7347272727272727,0
114,12489.0,105,5.908,0
115,12490.0,3064,2.692857142857143,0
116,12491.0,260,3.376923076923077,0
117,12492.0,192,3.3475,0
118,12493.0,206,4.858695652173913,0
119,12494.0,690,4.189761904761904,0
120,12497.0,1236,2.06,0
121,12498.0,159,4.197826086956522,0
122,12500.0,2671,5.876153846153846,0
123,12501.0,1722,2.42075,0
124,12502.0,820,6.425238095238095,0
125,12503.0,-1,1126.0,0
126,12504.0,51,9.446666666666665,0
127,12505.0,-1,4.5,0
128,12506.0,23,3.1956521739130435,0
129,12507.0,894,4.624782608695653,0
130,12508.0,272,1.7204347826086959,0
131,12509.0,55,5.564285714285715,0
132,12510.0,353,4.263333333333334,0
133,12512.0,99,2.5794117647058825,0
134,12513.0,456,2.2380555555555555,0
135,12514.0,440,3.296862745098039,0
136,12515.0,131,6.78125,0
137,12516.0,875,2.725769230769231,0
138,12517.0,1348,2.347832167832168,0
139,12518.0,1318,2.837177419354839,0
140,12519.0,183,2.9911111111111115,0
141,12520.0,1430,3.3941290322580646,0
142,12521.0,309,2.995789473684211,0
143,12522.0,194,5.0008333333333335,0
144,12523.0,861,5.157818181818182,0
145,12524.0,3699,2.9170833333333333,0
146,12526.0,632,3.3538028169014087,0
147,12527.0,234,2.9294444444444445,0
148,12528.0,750,5.393052631578947,0
149,12530.0,900,3.8892647058823533,0
150,12531.0,45,3.8094117647058825,0
151,12532.0,153,3.698125,0
152,12534.0,651,3.035396825396825,0
153,12535.0,219,4.451470588235294,0
154,12536.0,2652,48.55391941391942,0
155,12538.0,191,3.6433333333333335,0
156,12539.0,2066,10.423503649635036,0
157,12540.0,6677,3.8988357588357587,0
158,12541.0,680,3.615769230769231,0
159,12544.0,132,4.1135,0
160,12545.0,523,4.0238,0
161,12546.0,617,3.1714285714285713,0
162,12547.0,134,7.95,0
163,12548.0,49,6.720000000000001,0
164,12550.0,569,3.0903508771929826,0
165,12551.0,100,1.6800000000000002,0
166,12552.0,88,9.1155,0
167,12553.0,1924,3.151938775510204,0
168,12556.0,358,2.6623140495867768,0
169,12557.0,4384,2.1766666666666667,0
170,12558.0,0,1.25,0
171,12559.0,281,3.9672727272727273,0
172,12560.0,1078,2.8450450450450453,0
173,12561.0,177,2.964375,0
174,12562.0,1779,3.188214285714286,0
175,12564.0,133,5.576190476190476,0
176,12565.0,75,2.411,0
177,12566.0,264,3.9560000000000004,0
178,12567.0,4089,3.363606911447084,0
179,12569.0,1793,5.558376963350786,0
180,12571.0,523,1.3205882352941176,0
181,12572.0,450,4.344677419354839,0
182,12573.0,84,2.0964285714285715,0
183,12574.0,61,5.2,0
184,12576.0,964,2.410674157303371,0
185,12577.0,466,1.8531756756756756,0
186,12578.0,1171,3.1083333333333334,0
187,12579.0,278,3.766774193548387,0
188,12580.0,238,2.6075,0
189,12581.0,161,2.8926666666666665,0
190,12582.0,300,5.2318181818181815,0
191,12583.0,5009,3.1525099601593625,0
192,12584.0,354,7.445238095238095,0
193,12585.0,1258,3.497422680412371,0
194,12586.0,77,4.55,0
195,12587.0,51,11.56,0
196,12588.0,53,9.58,0
197,12589.0,306,4.502857142857143,0
198,12590.0,4279,10.26657142857143,0
199,12591.0,228,3.7807692307692307,0
200,12592.0,290,3.311111111111111,0
201,12593.0,206,2.6523809523809527,0
202,12594.0,1776,3.1489915966386555,0
203,12596.0,474,4.405555555555556,0
204,12597.0,2187,3.983691588785047,0
205,12598.0,1940,2.827593984962406,0
206,12599.0,956,2.9962903225806454,0
207,12600.0,773,5.666461538461538,0
208,12601.0,244,6.545172413793104,0
209,12602.0,162,1.9708333333333332,0
210,12603.0,64,9.65,0
211,12604.0,201,2.59125,0
212,12605.0,-4,1.8,0
213,12607.0,0,2.1577227722772276,0
214,12609.0,648,3.5178333333333334,0
215,12610.0,1028,4.9168468468468465,0
216,12611.0,846,2.675076923076923,0
217,12612.0,251,4.487619047619048,0
218,12613.0,1596,2.9307361963190184,0
219,12614.0,76,5.61,0
220,12615.0,1376,3.0896190476190477,0
221,12616.0,273,4.054166666666666,0
222,12617.0,213,1.903095238095238,0
223,12618.0,96,6.6381818181818195,0
224,12619.0,3354,10.848105263157894,0
225,12620.0,1181,2.1478260869565218,0
226,12621.0,7404,2.8979957805907173,0
227,12622.0,69,5.739090909090909,0
228,12623.0,191,2.628888888888889,0
229,12624.0,355,3.8721052631578945,0
230,12625.0,1577,2.3147252747252747,0
231,12626.0,3350,2.8403908794788273,0
232,12627.0,2752,2.937913043478261,0
233,12628.0,445,3.677674418604651,0
234,12630.0,548,4.48640625,0
235,12631.0,236,4.537096774193548,0
236,12633.0,1149,3.1774757281553403,0
237,12635.0,1172,2.522079207920792,0
238,12637.0,2990,2.690837563451777,0
239,12638.0,577,2.56,0
240,12639.0,201,4.918181818181818,0
241,12640.0,311,5.716981132075472,0
242,12641.0,72,6.964999999999999,0
243,12642.0,552,3.5906382978723403,0
244,12643.0,1808,5.187916666666666,0
245,12644.0,325,2.8045161290322578,0
246,12645.0,1072,2.598108108108108,0
247,12646.0,897,2.387111111111111,0
248,12647.0,1420,5.44265625,0
249,12648.0,160,3.1723809523809527,0
250,12649.0,574,2.6336363636363633,0
251,12650.0,254,1.9344999999999999,0
252,12651.0,78,2.244444444444445,0
253,12652.0,502,2.8337254901960787,0
254,12653.0,919,2.5909302325581396,0
255,12654.0,264,4.420526315789473,0
256,12656.0,1708,4.478692307692308,0
257,12657.0,654,5.080892857142857,0
258,12658.0,320,4.114444444444445,0
259,12659.0,105,5.308,0
260,12660.0,127,3.8653846153846154,0
261,12662.0,2040,3.1960775862068966,0
262,12664.0,1202,11.266842105263157,0
263,12665.0,36,5.4375,0
264,12666.0,-56,4.03,0
265,12667.0,395,3.624242424242424,0
266,12668.0,1595,3.403809523809524,0
267,12669.0,1114,24.74686274509804,0
268,12670.0,1391,3.202127659574468,0
269,12672.0,78,3.79,0
270,12673.0,351,2.9283333333333337,0
271,12674.0,1102,3.1942857142857144,0
272,12676.0,670,7.0282222222222215,0
273,12678.0,10899,6.49622754491018,0
274,12679.0,530,3.8416071428571428,0
275,12680.0,443,3.637884615384615,0
276,12681.0,7518,3.1915015479876163,0
277,12682.0,5575,3.7501523809523807,0
278,12683.0,4903,2.812817679558011,0
279,12684.0,1985,2.5359999999999996,0
280,12685.0,1523,3.0710191082802547,0
281,12686.0,107,3.2585714285714285,0
282,12688.0,3028,4.124736842105263,0
283,12689.0,628,2.8519444444444444,0
284,12690.0,106,5.5268749999999995,0
285,12691.0,394,5.0359375,0
286,12693.0,250,5.509024390243902,0
287,12694.0,509,3.901621621621622,0
288,12695.0,220,4.785555555555556,0
289,12697.0,499,4.899302325581395,0
290,12700.0,2963,2.733814814814815,0
291,12701.0,678,3.0907547169811322,0
292,12702.0,53,5.441666666666666,0
293,12703.0,161,2.6522727272727273,0
294,12704.0,1003,7.174444444444445,0
295,12705.0,3973,2.8283045977011496,0
296,12707.0,256,3.236666666666667,0
297,12708.0,1270,4.163620689655173,0
298,12709.0,3832,3.759027237354086,0
299,12710.0,849,2.8831645569620252,0
300,12712.0,1044,6.613591549295775,0
301,12713.0,508,2.503421052631579,0
302,12714.0,3069,2.391891891891892,0
303,12715.0,197,3.401904761904762,0
304,12716.0,708,2.665797101449275,0
305,12717.0,505,5.479464285714286,0
306,12718.0,203,2.7221052631578946,0
307,12719.0,361,3.5595238095238093,0
308,12720.0,4654,2.749470752089137,0
309,12721.0,1954,3.106585365853659,0
310,12722.0,560,4.408245614035088,0
311,12723.0,434,3.2023188405797103,0
312,12724.0,445,3.721132075471698,0
313,12725.0,164,4.104166666666667,0
314,12726.0,3143,2.106693548387097,0
315,12727.0,2085,3.3080141843971633,0
316,12728.0,419,4.669347826086956,0
317,12729.0,233,3.701538461538462,0
318,12731.0,8366,3.3601083032490973,0
319,12732.0,111,3.5225000000000004,0
320,12733.0,137,3.372727272727273,0
321,12734.0,88,1.185,0
322,12735.0,368,5.416279069767441,0
323,12736.0,173,5.58,0
324,12738.0,148,3.95,0
325,12739.0,486,4.008421052631578,0
326,12740.0,342,2.074074074074074,0
327,12743.0,319,3.038582089552239,0
328,12744.0,5234,109.64580786026201,0
329,12747.0,1275,4.3678640776699025,0
330,12748.0,24210,3.256268849633779,1
331,12749.0,1422,5.071428571428571,0
332,12750.0,137,4.62,0
333,12752.0,2262,2.2941509433962266,0
334,12753.0,11250,2.332130434782609,0
335,12754.0,6479,2.0384615384615383,0
336,12755.0,866,6.699999999999999,0
337,12756.0,144,0.7424999999999999,0
338,12757.0,2385,21.31363395225464,0
339,12758.0,2135,1.700618556701031,0
340,12759.0,902,3.2154736842105267,0
341,12762.0,1227,2.736086956521739,0
342,12763.0,316,1.7716666666666667,0
343,12764.0,386,5.387555555555555,0
344,12766.0,3646,3.070806451612903,0
345,12769.0,356,4.45625,0
346,12770.0,743,2.625,0
347,12772.0,556,3.7007272727272724,0
348,12775.0,853,3.844328358208955,0
349,12778.0,824,3.793529411764706,0
350,12779.0,1996,3.68937106918239,0
351,12781.0,592,2.9383333333333335,0
352,12782.0,1070,3.788411214953271,0
353,12783.0,622,19.177209302325583,0
354,12784.0,300,2.8015254237288136,0
355,12785.0,128,4.645333333333332,0
356,12787.0,261,3.998,0
357,12789.0,4,22.9625,0
358,12790.0,166,3.948571428571429,0
359,12791.0,97,8.425,0
360,12792.0,217,3.5096,0
361,12793.0,295,3.91,0
362,12794.0,592,2.077111111111111,0
363,12795.0,68,7.695,0
364,12797.0,79,4.445294117647059,0
365,12798.0,5256,1.0474999999999999,0
366,12802.0,302,2.4711538461538463,0
367,12808.0,188,4.0460714285714285,0
368,12809.0,219,4.430000000000001,0
369,12811.0,230,4.12258064516129,0
370,12812.0,164,2.0686666666666667,0
371,12814.0,49,20.895,0
372,12815.0,379,5.401489361702128,0
373,12816.0,128,8.832758620689654,0
374,12817.0,53,12.0725,0
375,12818.0,923,6.360625,0
376,12820.0,722,1.9047457627118642,0
377,12821.0,70,2.4983333333333335,0
378,12822.0,548,2.953404255319149,0
379,12823.0,230,7.65,0
380,12824.0,232,2.5356,0
381,12826.0,1054,1.9188297872340425,0
382,12827.0,197,2.8680000000000003,0
383,12828.0,494,3.09,0
384,12829.0,375,12.833333333333334,0
385,12830.0,9847,2.756923076923077,0
386,12831.0,135,3.066666666666667,0
387,12832.0,195,2.928888888888889,0
388,12833.0,156,5.44125,0
389,12834.0,110,4.893888888888889,0
390,12836.0,1064,4.287828571428571,0
391,12837.0,24,6.745833333333334,0
392,12838.0,359,2.3197560975609757,0
393,12839.0,3804,1.9275316455696203,0
394,12840.0,1505,2.0479310344827586,0
395,12841.0,2683,2.3820501138952164,0
396,12842.0,547,4.3302941176470595,0
397,12843.0,753,3.4112037037037037,0
398,12844.0,125,2.631153846153846,0
399,12845.0,204,2.7903703703703706,0
400,12847.0,909,1.3392307692307692,0
401,12849.0,623,2.8945098039215686,0
402,12851.0,109,1.9465999999999999,0
403,12852.0,145,3.5450000000000004,0
404,12853.0,782,4.256428571428572,0
405,12854.0,622,2.961391304347826,0
406,12855.0,30,1.55,0
407,12856.0,1076,2.5737539432176657,0
408,12857.0,343,4.142391304347826,0
409,12863.0,186,4.2283333333333335,0
410,12864.0,216,0.6566666666666666,0
411,12865.0,877,3.091041666666667,0
412,12866.0,171,4.4157692307692304,0
413,12867.0,4274,1.3411433756805808,0
414,12868.0,928,2.611682242990654,0
415,12870.0,-2,7.449999999999999,0
416,12871.0,200,2.110909090909091,0
417,12872.0,319,2.4956060606060606,0
418,12873.0,128,4.0375,0
419,12875.0,2019,0.17,0
420,12876.0,1941,2.2544705882352942,0
421,12877.0,1178,1.8988961038961039,0
422,12878.0,536,2.000612244897959,0
423,12879.0,363,2.018333333333333,0
424,12881.0,21,32.971428571428575,0
425,12882.0,246,6.437692307692307,0
426,12883.0,196,5.926904761904762,0
427,12884.0,43,15.984285714285715,0
428,12885.0,654,3.778611111111111,0
429,12886.0,761,3.745,0
430,12888.0,68,5.932857142857143,0
431,12890.0,259,1.8129268292682927,0
432,12891.0,950,0.3666666666666667,0
433,12893.0,96,2.2108823529411765,0
434,12895.0,204,3.3083333333333336,0
435,12897.0,110,2.7,0
436,12901.0,20915,1.51352,1
437,12902.0,66,5.619,0
438,12904.0,302,3.085,0
439,12906.0,1749,2.551904761904762,0
440,12908.0,0,0.5225,0
441,12909.0,1270,6.693854166666667,0
442,12910.0,1692,2.0928,0
443,12912.0,670,2.7191666666666667,0
444,12913.0,1419,2.9248000000000003,0
445,12915.0,93,6.788636363636363,0
446,12916.0,1111,4.129816513761468,0
447,12917.0,120,4.95,0
448,12919.0,668,2.7715384615384617,0
449,12920.0,129,3.8410714285714285,0
450,12921.0,9454,2.391417004048583,0
451,12922.0,370,1.627857142857143,0
452,12923.0,69,2.936551724137931,0
453,12924.0,480,3.206451612903226,0
454,12925.0,541,2.310222222222222,0
455,12928.0,1472,1.9426190476190477,0
456,12929.0,36,7.7444444444444445,0
457,12930.0,250,2.991481481481481,0
458,12931.0,23377,1.7208823529411765,1
459,12933.0,498,2.6339252336448595,0
460,12935.0,1852,2.0493846153846156,0
461,12936.0,539,2.041428571428572,0
462,12937.0,1007,2.371666666666667,0
463,12938.0,140,1.271111111111111,0
464,12939.0,4876,2.403404255319149,0
465,12940.0,406,3.99368932038835,0
466,12942.0,203,4.1378666666666675,0
467,12943.0,-1,3.75,0
468,12944.0,289,3.1886666666666668,0
469,12945.0,165,4.95,0
470,12947.0,1157,4.261844660194175,0
471,12948.0,1077,2.9466101694915254,0
472,12949.0,2363,2.856666666666667,0
473,12950.0,1380,1.3891304347826086,0
474,12951.0,500,3.1481538461538463,0
475,12952.0,652,4.0737499999999995,0
476,12953.0,84,6.647058823529412,0
477,12955.0,3642,1.6991256830601094,0
478,12956.0,34,4.365263157894737,0
479,12957.0,2531,2.832909836065574,0
480,12962.0,129,2.985625,0
481,12963.0,873,3.2808333333333333,0
482,12965.0,283,3.6638532110091746,0
483,12966.0,75,3.4230000000000005,0
484,12967.0,243,5.745151515151515,0
485,12968.0,73,3.29,0
486,12970.0,310,2.0307947019867547,0
487,12971.0,9203,2.3209415584415587,0
488,12974.0,24,7.7,0
489,12976.0,561,1.5345454545454544,0
490,12977.0,12,4.23,0
491,12980.0,864,16.501250000000002,0
492,12981.0,242,1.6235,0
493,12982.0,278,1.743529411764706,0
494,12984.0,26,3.85,0
495,12985.0,1413,1.86974358974359,0
496,12987.0,217,6.16,0
497,12988.0,136,4.110217391304348,0
498,12989.0,2915,3.1339705882352944,0
499,12990.0,200,2.05,0
500,12991.0,405,2.3067741935483874,0
501,12993.0,240,2.1377777777777776,0
502,12994.0,440,4.175479452054795,0
503,12995.0,98,1.598,0
504,12997.0,648,3.152388059701493,0
505,12999.0,342,2.549285714285714,0
506,13000.0,379,3.0125806451612904,0
507,13001.0,5497,2.4224853801169592,0
508,13002.0,73,2.8214285714285716,0
509,13003.0,103,2.25,0
510,13004.0,4796,2.011002444987775,0
511,13005.0,167,5.444827586206896,0
512,13006.0,55,5.295,0
513,13008.0,115,1.6753333333333333,0
514,13011.0,13,4.216666666666667,0
515,13012.0,671,3.3775700934579436,0
516,13013.0,2217,3.161036036036036,0
517,13014.0,886,5.239677419354839,0
518,13015.0,1617,5.035568181818181,0
519,13016.0,527,3.173191489361702,0
520,13017.0,48,4.25,0
521,13018.0,5434,2.1862527233115467,0
522,13021.0,1336,3.8022388059701493,0
523,13023.0,286,4.5525,0
524,13026.0,1586,0.8532558139534884,0
525,13027.0,17280,0.4,1
526,13028.0,796,1.005744680851064,0
527,13029.0,134,7.388,0
528,13030.0,394,3.17989898989899,0
529,13032.0,367,3.7068,0
530,13033.0,83,2.640909090909091,0
531,13034.0,369,2.3721621621621622,0
532,13035.0,627,1.8446666666666667,0
533,13037.0,431,3.8214583333333336,0
534,13038.0,360,2.7582142857142857,0
535,13040.0,355,2.8039534883720934,0
536,13043.0,251,6.342142857142856,0
537,13044.0,429,3.258787878787879,0
538,13045.0,221,1.5705555555555555,0
539,13046.0,264,6.142857142857143,0
540,13047.0,1355,4.072959183673469,0
541,13048.0,1230,1.8462043795620438,0
542,13049.0,268,3.9335714285714287,0
543,13050.0,3707,3.0809715639810427,0
544,13052.0,222,3.2938888888888886,0
545,13055.0,891,2.514102564102564,0
546,13058.0,52,5.825,0
547,13059.0,35,5.21875,0
548,13060.0,123,3.982666666666667,0
549,13061.0,107,3.403,0
550,13062.0,343,6.819090909090908,0
551,13064.0,516,3.555217391304348,0
552,13065.0,74,5.222142857142857,0
553,13066.0,320,3.515714285714286,0
554,13067.0,32,3.86,0
555,13068.0,200,1.72,0
556,13069.0,5466,1.722404255319149,0
557,13070.0,110,2.08,0
558,13072.0,69,3.3500000000000005,0
559,13075.0,485,2.0395454545454546,0
560,13077.0,863,1.7558035714285716,0
561,13078.0,5557,3.9742105263157894,0
562,13079.0,62,4.166666666666667,0
563,13080.0,120,0.5783333333333333,0
564,13081.0,19021,2.3467766258246936,1
565,13082.0,4313,2.9336,0
566,13083.0,187,3.4066666666666667,0
567,13085.0,108,3.4786206896551723,0
568,13089.0,30787,2.7821486268174476,1
569,13090.0,2194,4.485652173913043,0
570,13091.0,450,1.05875,0
571,13092.0,271,4.911538461538461,0
572,13093.0,3943,3.4324117647058823,0
573,13094.0,1542,1.2770000000000001,0
574,13095.0,144,0.6933333333333334,0
575,13097.0,2341,4.317757437070938,0
576,13098.0,15911,2.832396694214876,1
577,13099.0,288,0.72,0
578,13101.0,113,2.9675,0
579,13102.0,4160,2.5727096774193545,0
580,13103.0,82,3.9675,0
581,13104.0,504,2.1715,0
582,13106.0,14,4.25,0
583,13107.0,1288,1.796,0
584,13108.0,298,1.752,0
585,13109.0,514,2.7048,0
586,13110.0,384,4.76527397260274,0
587,13113.0,2594,3.6910000000000003,0
588,13115.0,1534,2.6048484848484845,0
589,13116.0,290,4.890322580645161,0
590,13117.0,945,2.4343421052631578,0
591,13118.0,389,3.5537804878048784,0
592,13120.0,12,2.55,0
593,13121.0,227,1.6724528301886792,0
594,13122.0,585,2.6365454545454545,0
595,13124.0,2147,3.3234893617021277,0
596,13126.0,2130,2.2247887323943663,0
597,13127.0,127,2.8853333333333335,0
598,13130.0,32,2.25,0
599,13131.0,443,3.3502173913043474,0
600,13132.0,20,4.933333333333334,0
601,13133.0,32,5.3428571428571425,0
602,13134.0,1044,3.1313333333333335,0
603,13135.0,4300,0.72,0
604,13136.0,1312,2.951870503597122,0
605,13137.0,2225,1.976822695035461,0
606,13138.0,473,2.8215873015873014,0
607,13139.0,2418,3.490862068965517,0
608,13140.0,186,2.9486956521739134,0
609,13141.0,1547,2.207941176470588,0
610,13142.0,258,2.9969565217391305,0
611,13144.0,21,6.216666666666666,0
612,13145.0,142,44.50142857142857,0
613,13146.0,154,2.027058823529412,0
614,13147.0,144,4.95,0
615,13148.0,1828,3.659798270893372,0
616,13149.0,1280,2.881860465116279,0
617,13151.0,361,5.663466666666666,0
618,13153.0,418,1.278,0
619,13154.0,-1,611.86,0
620,13155.0,497,2.912,0
621,13157.0,1430,1.8702247191011234,0
622,13158.0,784,2.0106329113924053,0
623,13159.0,1045,2.7437704918032786,0
624,13160.0,56,3.025,0
625,13161.0,29,4.8625,0
626,13162.0,1663,1.4451219512195121,0
627,13165.0,1376,0.800952380952381,0
628,13166.0,214,2.3642857142857143,0
629,13167.0,785,2.9483076923076923,0
630,13168.0,680,3.1857142857142855,0
631,13169.0,272,3.7823076923076924,0
632,13170.0,147,1.54625,0
633,13171.0,227,4.742708333333334,0
634,13173.0,277,2.6467441860465115,0
635,13174.0,1395,3.3874840764331213,0
636,13176.0,453,2.7775,0
637,13177.0,91,3.514705882352941,0
638,13178.0,3570,2.046566037735849,0
639,13182.0,201,0.6854545454545454,0
640,13183.0,2208,2.032659574468085,0
641,13184.0,1662,1.8466120218579236,0
642,13185.0,12,5.95,0
643,13186.0,804,3.2010714285714283,0
644,13187.0,95,3.765405405405405,0
645,13188.0,25,9.575,0
646,13189.0,842,0.39172413793103444,0
647,13192.0,595,2.6287301587301584,0
648,13193.0,50,2.870344827586207,0
649,13194.0,26,2.65,0
650,13196.0,1224,2.5078181818181817,0
651,13198.0,2645,2.423056768558952,0
652,13199.0,6172,2.6354166666666665,0
653,13200.0,516,3.3756521739130436,0
654,13203.0,800,2.3040350877192983,0
655,13207.0,130,2.2912500000000002,0
656,13208.0,786,2.3295333333333335,0
657,13209.0,4232,2.313373860182371,0
658,13210.0,316,1.5118181818181817,0
659,13211.0,874,1.4396428571428572,0
660,13212.0,309,3.771468531468532,0
661,13213.0,1357,2.6781521739130434,0
662,13216.0,297,1.448,0
663,13217.0,114,2.3071428571428574,0
664,13218.0,88,0.9299999999999999,0
665,13220.0,196,4.531904761904762,0
666,13221.0,244,5.01439393939394,0
667,13223.0,88,1.9600000000000002,0
668,13224.0,1512,2.3008256880733944,0
669,13225.0,3352,2.5714705882352944,0
670,13226.0,80,2.711875,0
671,13227.0,99,2.5999999999999996,0
672,13228.0,200,1.79,0
673,13229.0,63,4.0600000000000005,0
674,13230.0,1544,2.395718954248366,0
675,13232.0,778,3.2770531400966183,0
676,13233.0,1004,0.737906976744186,0
677,13235.0,440,18.429322033898305,0
678,13236.0,411,4.045641025641026,0
679,13238.0,296,4.293125,0
680,13239.0,363,1.5186363636363636,0
681,13240.0,298,3.3132835820895523,0
682,13242.0,130,2.08,0
683,13243.0,233,3.6174137931034482,0
684,13244.0,38,3.747777777777778,0
685,13245.0,125,6.23125,0
686,13246.0,1552,1.8406993006993009,0
687,13247.0,328,2.1075999999999997,0
688,13248.0,305,2.6873076923076926,0
689,13249.0,546,3.430869565217391,0
690,13253.0,1572,1.1419444444444444,0
691,13255.0,174,4.816428571428571,0
692,13256.0,12540,0.0,1
693,13258.0,287,3.663684210526316,0
694,13259.0,132,2.308390804597701,0
695,13260.0,142,4.9675,0
696,13261.0,210,5.488888888888889,0
697,13262.0,125,3.092727272727273,0
698,13263.0,4780,2.2423792486583185,0
699,13265.0,1752,2.3726373626373625,0
700,13266.0,4299,1.8656930693069307,0
701,13267.0,1939,3.5101339285714284,0
702,13268.0,3635,1.5735346756152124,0
703,13269.0,3509,2.60578125,0
704,13270.0,200,2.95,0
705,13271.0,181,1.1612871287128714,0
706,13272.0,96,5.339333333333333,0
707,13273.0,153,1.298125,0
708,13276.0,161,5.097666666666667,0
709,13277.0,176,1.45,0
710,13278.0,537,1.9269565217391305,0
711,13279.0,70,2.7845454545454547,0
712,13280.0,522,2.6203529411764706,0
713,13282.0,289,4.65175,0
714,13283.0,90,1.3071428571428572,0
715,13284.0,79,4.113571428571428,0
716,13285.0,2051,2.1348663101604277,0
717,13291.0,233,2.6642857142857146,0
718,13292.0,347,3.7332258064516126,0
719,13294.0,453,3.6888888888888887,0
720,13295.0,81,3.4681818181818183,0
721,13296.0,78,2.408,0
722,13297.0,963,2.977966101694915,0
723,13298.0,96,3.75,0
724,13299.0,30,4.75,0
725,13300.0,201,2.4695454545454543,0
726,13301.0,345,2.637654320987654,0
727,13302.0,5,12.75,0
728,13304.0,238,3.161904761904762,0
729,13305.0,1232,3.3620987654320986,0
730,13307.0,4,3.75,0
731,13308.0,840,3.1742105263157896,0
732,13309.0,1544,1.6181308411214952,0
733,13310.0,575,3.3611688311688313,0
734,13311.0,305,4.1207692307692305,0
