invoicedate,quantity,unitprice,totalsales
2011-02-22,20877.0,2.9828681506849315,62273.33838184932
2011-02-23,12133.0,3.2677033985581874,39647.04533470649
2011-02-24,11512.0,3.6883554376657823,42460.34779840849
2011-02-25,9354.0,3.017985347985348,28230.234945054945
2011-02-26,,,
2011-02-27,4858.0,3.0167857142857146,14655.545000000002
2011-02-28,8419.0,3.3595723014256618,28284.239205702648
2011-03-01,11564.0,5.050226654578423,58400.82103354488
2011-03-02,8529.0,3.719002145922747,31719.36930257511
2011-03-03,18282.0,3.616844863731656,66123.15779874213
2011-03-04,12934.0,2.5407761529808774,32862.398762654666
2011-03-05,,,
2011-03-06,4988.0,3.3654685646500595,16786.957200474495
2011-03-07,10920.0,4.036640826873385,44080.11782945736
2011-03-08,13812.0,2.8019330543933054,38700.299347280335
2011-03-09,11484.0,3.4680638915779287,39827.24573088093
2011-03-10,14734.0,2.872811839323467,42328.00964059197
2011-03-11,9215.0,13.612844175491679,125442.35907715582
2011-03-12,,,
2011-03-13,2741.0,2.5598324022346373,7016.500614525141
2011-03-14,16719.0,3.4743812104787715,58088.17945799458
2011-03-15,7878.0,2.873438596491228,22636.949263157894
2011-03-16,12549.0,3.6467330210772833,45762.85268149883
2011-03-17,18639.0,2.906861313868613,54180.98802919708
2011-03-18,12969.0,2.9538841405508074,38308.923418803424
2011-03-19,,,
2011-03-20,13617.0,3.015457543281121,41061.48536685902
2011-03-21,9346.0,2.838862275449102,26532.006826347308
2011-03-22,13423.0,2.7269733656174333,36604.16348668281
2011-03-23,13951.0,2.879361296472831,40169.969447092466
2011-03-24,18167.0,3.0070109044259143,54628.36710070559
2011-03-25,13273.0,3.4055888223552895,45202.380439121756
2011-03-26,,,
2011-03-27,4407.0,2.9340353260869563,12930.293682065216
2011-03-28,11301.0,3.0836858006042296,34848.7332326284
2011-03-29,24124.0,2.789494855004677,67293.77388213284
2011-03-30,20049.0,2.7945293209876545,56027.51835648149
2011-03-31,14397.0,3.888096947935368,55976.93175942549
2011-04-01,17616.0,3.4315950920245397,60450.97914110429
2011-04-02,,,
2011-04-03,5648.0,2.4427724137931035,13796.778593103449
2011-04-04,12036.0,13.040514883346741,156955.63713596138
2011-04-05,15280.0,5.2993920972644375,80974.7112462006
2011-04-06,7999.0,3.0106691449814127,24082.34249070632
2011-04-07,9981.0,2.7577465857359638,27525.068672230653
2011-04-08,12263.0,6.953992322456814,85276.8078502879
2011-04-09,,,
2011-04-10,5526.0,3.308946808510638,18285.240063829788
2011-04-11,13016.0,2.7054173764906304,35213.712572402044
2011-04-12,14450.0,3.2112825112107624,46403.03228699551
2011-04-13,18244.0,2.793629417382999,50966.97509073543
2011-04-14,18143.0,3.4755924479166667,63057.67378255208
2011-04-15,11097.0,3.375905612244898,37462.42457908163
2011-04-16,,,
2011-04-17,8181.0,2.8662913223140496,23449.12930785124
2011-04-18,16990.0,3.3235325721961044,56466.81840161182
2011-04-19,12824.0,2.9785808580858086,38197.32092409241
2011-04-20,17696.0,3.0231517094017093,53497.69264957265
2011-04-21,17056.0,3.6774838245866284,62723.164112149534
2011-04-22,,,
2011-04-23,,,
2011-04-24,,,
2011-04-25,,,
2011-04-26,14184.0,2.972950160771704,42168.32508038585
2011-04-27,17627.0,2.721131898971001,47965.39198316183
2011-04-28,12728.0,3.9010485436893205,49652.54586407767
2011-04-29,,,
2011-04-30,,,
2011-05-01,3814.0,2.8725884955752212,10956.052522123893
2011-05-02,,,
2011-05-03,10981.0,25.85620352250489,283926.97088062624
2011-05-04,17343.0,3.1028658008658008,53813.001584415586
2011-05-05,16079.0,3.0796147672552165,49517.12584269662
2011-05-06,18164.0,2.9575927327781986,53721.7143981832
2011-05-07,,,
2011-05-08,10692.0,2.866401062416999,30647.56015936255
2011-05-09,11667.0,2.8896157450796625,33713.146897844425
2011-05-10,14364.0,3.917243163340724,56267.28079822616
2011-05-11,18291.0,3.278022712090848,59958.3134268537
2011-05-12,35674.0,4.221978759083287,150614.87025153718
2011-05-13,13290.0,3.269198919891989,43447.65364536453
2011-05-14,,,
2011-05-15,4771.0,2.816264744429882,13436.399095674968
2011-05-16,15126.0,3.372774030354132,51016.579983136595
2011-05-17,25058.0,3.6478720238095237,91408.37717261905
2011-05-18,18617.0,3.7133901192504264,69132.18385008519
2011-05-19,16690.0,3.3578703115066753,56042.85549904641
2011-05-20,15137.0,3.306523076923077,50050.83981538462
2011-05-21,,,
2011-05-22,12736.0,2.939079283887468,37432.11375959079
2011-05-23,17323.0,7.883174721189592,136560.2356951673
2011-05-24,14401.0,3.6064086408640863,51935.89083708371
2011-05-25,12413.0,3.0484705882352943,37840.665411764705
2011-05-26,15991.0,4.184424778761063,66913.13663716815
2011-05-27,14756.0,3.386205714285714,49966.85152
2011-05-28,,,
2011-05-29,4084.0,2.7153322784810126,11089.417025316456
2011-05-30,,,
2011-05-31,10390.0,3.2495232936078007,33762.54702058505
2011-06-01,9470.0,3.0448037889039243,28834.291880920162
2011-06-02,13569.0,3.3639589169000934,45645.55854341737
2011-06-03,7188.0,3.3270471841704716,23914.81515981735
2011-06-04,,,
2011-06-05,13470.0,3.179372197309417,42826.14349775785
2011-06-06,8847.0,3.5250914076782447,31186.48368372943
2011-06-07,17589.0,2.8756401617250673,50579.63480458221
2011-06-08,18607.0,3.0963887020847345,57614.504579690656
2011-06-09,27134.0,3.797787174066244,103049.15718111346
2011-06-10,9499.0,59.64808988764045,566597.2058426967
2011-06-11,,,
2011-06-12,9479.0,2.8275302889095992,26802.15960857409
2011-06-13,8749.0,3.527518860016764,30862.26250628667
2011-06-14,12856.0,3.1890856031128405,40998.88451361868
2011-06-15,29007.0,2.6344385432473447,76417.15882397573
2011-06-16,19592.0,3.198680718188915,62668.55263075722
2011-06-17,11263.0,3.136986301369863,35331.87671232877
2011-06-18,,,
2011-06-19,15060.0,2.954293059125964,44491.65347043702
2011-06-20,13987.0,3.115116472545757,43571.134101497504
2011-06-21,13023.0,3.781818181818182,49250.61818181819
2011-06-22,15282.0,3.5530070635721493,54297.053945509586
2011-06-23,13591.0,2.841813633520951,38623.08909318325
2011-06-24,9056.0,3.050744248985115,27627.5399188092
2011-06-25,,,
2011-06-26,3495.0,3.663997175141243,12805.670127118645
2011-06-27,9103.0,2.7331604938271608,24879.959975308644
2011-06-28,20798.0,3.6539655172413794,75995.1748275862
2011-06-29,7327.0,3.006677966101695,22029.929457627117
2011-06-30,19881.0,3.2822296173044925,65254.00702163061
2011-07-01,7015.0,2.691632420091324,18881.801426940638
2011-07-02,,,
2011-07-03,3106.0,2.980033222591362,9255.98318936877
2011-07-04,12040.0,3.504216101694915,42190.76186440678
2011-07-05,17199.0,3.4623458282950423,59548.885900846435
2011-07-06,17768.0,2.4509896249002394,43549.183655227454
2011-07-07,16857.0,2.8861502711076685,48651.835120061965
2011-07-08,10095.0,3.2079415347137634,32384.16979293544
2011-07-09,,,
2011-07-10,4214.0,2.4099268292682927,10155.431658536585
2011-07-11,14075.0,2.6615004574565417,37460.61893870083
2011-07-12,11386.0,2.9207077326343382,33255.17824377458
2011-07-13,15192.0,2.5917904290429044,39374.4801980198
2011-07-14,16526.0,3.061422708618331,50593.071682626534
2011-07-15,6127.0,3.937792915531335,24126.85719346049
2011-07-16,,,
2011-07-17,10829.0,2.7001923076923076,29240.3825
2011-07-18,12078.0,10.996974110032363,132821.4533009709
2011-07-19,28188.0,3.0296448953709576,85399.63031071656
2011-07-20,14626.0,6.069206219312602,88768.21016366612
2011-07-21,19292.0,2.9621748554913294,57146.27731213873
2011-07-22,8298.0,2.7142372881355934,22522.741016949152
2011-07-23,,,
2011-07-24,17179.0,2.7878644382544104,47892.72318477252
2011-07-25,14223.0,2.820532212885154,40116.42966386554
2011-07-26,12454.0,2.5919107551487413,32279.656544622423
2011-07-27,13222.0,2.597692307692308,34346.68769230769
2011-07-28,29486.0,2.904426229508197,85639.9118032787
2011-07-29,11085.0,2.8478233438485807,31568.12176656152
2011-07-30,,,
2011-07-31,20858.0,2.4502773375594296,51107.884706814584
2011-08-01,11279.0,3.4503090727816548,38916.03603190428
2011-08-02,14131.0,2.9340400843881853,41460.920432489445
2011-08-03,15375.0,2.9487545520757465,45337.1012381646
2011-08-04,37779.0,3.0294614361702132,114450.02359707448
2011-08-05,12188.0,2.908473767885533,35448.47828298887
2011-08-06,,,
2011-08-07,5079.0,2.4237037037037035,12309.99111111111
2011-08-08,12166.0,5.667535714285714,68951.2395
2011-08-09,15623.0,3.590383771929824,56092.56566885964
2011-08-10,12262.0,4.259335989375829,52227.97790172642
2011-08-11,36602.0,4.415779441797141,161626.35912865895
2011-08-12,11024.0,2.93990099009901,32409.468514851487
2011-08-13,,,
2011-08-14,3135.0,3.8571992818671457,12092.319748653501
2011-08-15,10157.0,2.986839826839827,30337.332121212123
2011-08-16,10449.0,2.767073684210526,28913.152926315786
2011-08-17,22703.0,2.867584541062802,65102.7718357488
2011-08-18,33854.0,3.042793442622951,103010.72920655737
2011-08-19,10608.0,2.7672249388753056,29354.72215158924
2011-08-20,,,
2011-08-21,8158.0,3.1168045112781955,25426.89120300752
2011-08-22,15372.0,2.8312401263823066,43521.82322274882
2011-08-23,13640.0,2.8060980966325038,38275.17803806735
2011-08-24,27237.0,2.7311891208096144,74389.39808349147
2011-08-25,12879.0,2.9026866883116886,37383.70185876624
2011-08-26,17345.0,2.6659400230680506,46240.729700115335
2011-08-27,,,
2011-08-28,6770.0,2.3661916666666665,16019.117583333333
2011-08-29,,,
2011-08-30,4093.0,3.4534729064039404,14135.064605911328
2011-08-31,6704.0,3.609862068965517,24200.515310344825
2011-09-01,27828.0,2.5201068376068374,70129.53307692306
2011-09-02,15300.0,4.0171078001752845,61461.749342681855
2011-09-03,,,
2011-09-04,10883.0,2.717062831188494,29569.79479182438
2011-09-05,22248.0,2.7072393961179007,60230.662084831056
2011-09-06,14340.0,2.8613383600377005,41031.592082940624
2011-09-07,13550.0,2.7409387351778656,37139.71986166008
2011-09-08,15771.0,2.693520730850316,42479.51544624034
2011-09-09,15898.0,3.2051551854655567,50955.55713853142
2011-09-10,,,
2011-09-11,21122.0,2.89933562992126,61239.76717519685
2011-09-12,16001.0,2.8382614465826146,45415.021406768414
2011-09-13,35021.0,2.942294736842105,103042.10397894736
2011-09-14,13363.0,2.950788346186804,39431.38467009426
2011-09-15,27525.0,5.386412911084044,148261.0153775883
2011-09-16,14068.0,3.2924003189792663,46317.48768740032
2011-09-17,,,
2011-09-18,8966.0,2.872464678178964,25754.518304552592
2011-09-19,29133.0,2.974669014084507,86661.03238732394
2011-09-20,42626.0,2.9283069511355815,124822.0120991053
2011-09-21,18016.0,4.2840703517587935,77181.81145728643
2011-09-22,31950.0,2.8711417165668665,91732.97784431139
2011-09-23,19243.0,2.8533957358294333,54907.894144565784
2011-09-24,,,
2011-09-25,19329.0,2.8334524408656265,54767.802229491695
2011-09-26,15235.0,3.916116504854369,59662.03495145631
2011-09-27,19043.0,2.6734231041814316,50909.996172927
2011-09-28,23883.0,2.7935988883742473,66719.52225104214
2011-09-29,25657.0,2.7248227571115975,69910.77747921225
2011-09-30,21497.0,2.879805760214334,61907.184427327535
2011-10-01,,,
2011-10-02,8370.0,2.6065987350667603,21817.231412508783
2011-10-03,24375.0,5.790954263128176,141154.5101637493
2011-10-04,21774.0,2.8150956937799045,61295.89363636364
2011-10-05,45741.0,2.9218383017163503,133647.80575880758
2011-10-06,30916.0,2.9475052264808363,91125.07158188154
2011-10-07,29545.0,2.7344146825396827,80788.28179563493
2011-10-08,,,
2011-10-09,7253.0,2.6439544025157233,19176.601281446543
2011-10-10,24630.0,3.4937513474667625,86051.09568810636
2011-10-11,18821.0,2.9292520325203255,55131.45250406505
2011-10-12,13987.0,3.0256954887218046,42320.40280075188
2011-10-13,17759.0,3.0665732866433215,54459.274997498746
2011-10-14,17126.0,3.801138647019424,65098.30046885466
2011-10-15,,,
2011-10-16,8311.0,3.4348006379585327,28546.628102073366
2011-10-17,29028.0,4.00039751552795,116123.53908074532
2011-10-18,26386.0,2.6460335731414872,69818.24186091128
2011-10-19,18077.0,9.225485926712693,166769.10909718534
2011-10-20,40780.0,3.027820512820513,123474.52051282051
2011-10-21,24159.0,2.8109559372666166,67909.88448842418
2011-10-22,,,
2011-10-23,7068.0,2.750688657407407,19441.867430555554
2011-10-24,19692.0,3.9966410256410256,78701.85507692308
2011-10-25,25458.0,2.6191782130912564,66679.0389488772
2011-10-26,20264.0,2.9851058958214085,60490.18587292502
2011-10-27,31984.0,8.46570437798006,270767.08882531425
2011-10-28,23001.0,3.595873347251218,82708.68286012526
2011-10-29,,,
2011-10-30,20062.0,2.596298589611283,52086.94230478156
2011-10-31,15099.0,4.338596300326442,65508.465538628945
2011-11-01,16476.0,2.951701644923426,48632.23630175837
2011-11-02,26222.0,2.7349526989426822,71715.92967167501
2011-11-03,33584.0,3.0411608040201004,102134.34444221105
2011-11-04,32544.0,2.5692454297938543,83613.52326721119
2011-11-05,,,
2011-11-06,23291.0,2.753444962143273,64130.486613278976
2011-11-07,15740.0,3.116739864864865,49057.48547297298
2011-11-08,21272.0,2.854897874114214,60729.38757815756
2011-11-09,35042.0,2.800914051841746,98149.63020463847
2011-11-10,37937.0,4.10464934251722,155718.08210707578
2011-11-11,23626.0,2.5276037813399097,59717.16693793671
2011-11-12,,,
2011-11-13,19280.0,2.329862169024302,44919.74261878854
2011-11-14,31975.0,3.847365047233468,123019.49738529015
2011-11-15,26771.0,3.253873015873016,87109.4345079365
2011-11-16,28014.0,2.721129148629149,76229.71196969697
2011-11-17,30069.0,2.92410349373764,87924.86795319708
2011-11-18,19992.0,2.8273175100761305,56523.731661442
2011-11-19,,,
2011-11-20,18718.0,2.5473553984575834,47681.39834832904
2011-11-21,23934.0,2.8320235096557513,67781.65068010075
2011-11-22,31427.0,2.786264849755416,87563.94543326345
2011-11-23,38160.0,3.7778091236494595,144161.19615846337
2011-11-24,21410.0,2.808398706025071,60127.81629599677
2011-11-25,26585.0,2.687449275362319,71445.83898550726
2011-11-26,,,
2011-11-27,10525.0,2.4294738972076084,25570.21276811008
2011-11-28,27245.0,3.9163033345285045,106699.68434922911
2011-11-29,25801.0,2.705763888888889,69811.41409722222
2011-11-30,24275.0,2.9106788154897494,70656.72824601366
2011-12-01,24629.0,2.948176100628931,72610.62918238994
2011-12-02,25305.0,2.7746283448959366,70211.97026759168
2011-12-03,,,
2011-12-04,11419.0,2.640349434737924,30150.150195272352
2011-12-05,38305.0,3.497277810476751,133963.22653031195
2011-12-06,26720.0,2.4437264506405425,65296.37076111529
2011-12-07,40994.0,2.638287795992714,108153.96990892531
2011-12-08,26912.0,2.637918430165448,70991.66079261254
2011-12-09,9552.0,2.8521634615384617,27243.865384615387
